"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2024","11680","강남구","10300","개포동","1","대지","1175","0008","대고샤인빌","20240920","81000","58.77","34.000000","2","","20241114","2022","연립다세대","직거래",""
"2024","11290","성북구","13400","길음동","1","대지","1278","0000","길음동동부센트레빌(1278-0)","20240920","93500","114.912","0.000000","13","","","2003","아파트","중개거래","서울 성북구"
"2024","11440","마포구","10400","도화동","1","대지","0571","0000","나눔빌딩","20240920","20000","23.04","30.261900","7","","","2015","오피스텔","중개거래","서울 마포구"
"2024","11590","동작구","10500","흑석동","1","대지","0193","0002","낙원빌라가동","20240920","40000","47.89","26.000000","-1","","","1992","연립다세대","중개거래","서울 동작구"
"2024","11305","강북구","10100","미아동","1","대지","0087","0013","남미빌라","20240920","18500","42","29.000000","-1","","","1992","연립다세대","직거래",""
"2024","11710","송파구","10800","문정동","1","대지","0150","0000","올림픽훼밀리타운","20240920","252000","158.705","0.000000","14","","","1988","아파트","중개거래","서울 송파구"
"2024","11410","서대문구","11700","연희동","1","대지","0699","0000","오성빌라연립주택","20240920","52000","67.32","85.000000","3","","","1992","연립다세대","중개거래","서울 서대문구"
"2024","11290","성북구","13600","하월곡동","1","대지","0090","1821","스위트휴","20240920","25200","24.46","23.000000","1","","","2023","연립다세대","직거래",""
"2024","11380","은평구","10700","응암동","1","대지","0088","0008","응암아네스트","20240920","11000","18.89","26.680200","6","","","2014","오피스텔","중개거래","서울 은평구"
"2024","11305","강북구","10100","미아동","1","대지","0080","0044","누리팰리스","20240920","36000","24.21","17.000000","3","","","2022","연립다세대","중개거래","서울 강북구, 서울 성북구"
"2024","11215","광진구","10500","자양동","1","대지","0230","0027","다우쉐르빌","20240920","34000","29.36","19.000000","5","","","2009","연립다세대","중개거래","서울 광진구"
"2024","11590","동작구","10700","사당동","1","대지","0064","0027","담촌(64-27)","20240920","40000","30.27","20.000000","1","","","1990","연립다세대","중개거래","서울 동작구"
"2024","11380","은평구","10600","대조동","1","대지","0026","0014","대경아르체아파트","20240920","35000","29.99","0.000000","8","","","2021","아파트","직거래",""
"2024","11500","강서구","10800","공항동","1","대지","0014","0010","스카이","20240920","48000","82.14","0.000000","1","","","2000","아파트","중개거래","서울 강서구"
"2024","11500","강서구","10300","화곡동","1","대지","0073","0105","대근빌라","20240920","23500","46.44","53.000000","3","","","1990","연립다세대","중개거래","서울 강서구"
"2024","11500","강서구","10200","등촌동","1","대지","0561","0001","대림e편한세상","20240920","105000","116.41","0.000000","12","","","2002","아파트","중개거래","서울 강서구"
"2024","11530","구로구","10200","구로동","1","대지","0107","0001","대림역대성스카이렉스","20240920","68000","84.8","0.000000","7","","","2006","아파트","중개거래","서울 구로구"
"2024","11710","송파구","11100","방이동","1","대지","0043","0000","대명벨리온","20240920","19000","17.32","28.105000","9","","","null","오피스텔","중개거래","서울 송파구"
"2024","11440","마포구","12300","망원동","1","대지","0404","0015","대명풀하우스4","20240920","28000","14.82","8.000000","2","","","2013","연립다세대","중개거래","경기 성남시 수정구, 서울 마포구"
"2024","11230","동대문구","11000","이문동","","","","","","20240920","260000","671.63","288.000000","","","","1990","단독다가구","중개거래","서울 성북구"
"2024","11290","성북구","13300","정릉동","1","대지","1021","0000","대우","20240920","49500","59.98","0.000000","16","","","2001","아파트","중개거래","서울 성북구"
"2024","11680","강남구","10100","역삼동","","","","","","20240920","455000","669.45","234.000000","","","","2001","단독다가구","중개거래","서울 강남구"
"2024","11590","동작구","10200","상도동","1","대지","0283","0187","청화빌라가동","20240920","18000","40.3","29.000000","1","","20241114","1989","연립다세대","중개거래","서울 동작구"
"2024","11230","동대문구","10500","답십리동","","","","","","20240920","145000","372","185.000000","","","","1992","단독다가구","중개거래","서울 동대문구, 서울 성동구"
"2024","11680","강남구","10100","역삼동","","","","","","20240920","520000","325.49","313.000000","","","","1982","단독다가구","중개거래","서울 강남구"
"2024","11320","도봉구","10500","쌍문동","1","대지","0505","0002","은행주택(201동)","20240920","25300","38.49","23.000000","3","","","2017","연립다세대","중개거래","서울 도봉구"
"2024","11410","서대문구","11700","연희동","","","","","","20240920","145000","286.56","126.000000","","","","1983","단독다가구","중개거래","서울 서대문구"
"2024","11500","강서구","10900","방화동","1","대지","0593","0071","우진쉐르빌","20240920","28000","34.8","22.000000","3","","","2016","연립다세대","중개거래","서울 강서구"
"2024","11680","강남구","10300","개포동","1","대지","0176","0002","대치푸르지오발라드","20240920","91596","35.109","0.000000","5","","","2024","아파트","직거래",""
"2024","11380","은평구","10700","응암동","1","대지","0088","0008","응암아네스트","20240920","11000","18.89","26.680200","6","","20241118","2014","오피스텔","중개거래","서울 은평구"
"2024","11680","강남구","10300","개포동","1","대지","0176","0002","대치푸르지오발라드","20240920","103938","40.965","0.000000","5","","","2024","아파트","직거래",""
"2024","11305","강북구","10400","우이동","","","","","","20240920","55000","240.93","137.000000","","","","1995","단독다가구","중개거래","서울 강북구, 서울 도봉구"
"2024","11560","영등포구","12800","양평동4가","1","대지","0224","0002","양화빌2차","20240920","13000","13.43","8.000000","5","","","2011","연립다세대","중개거래","서울 영등포구"
"2024","11260","중랑구","10300","중화동","1","대지","0316","0050","더하우스도도A동","20240920","50400","46.23","28.000000","2","","","2022","연립다세대","직거래",""
"2024","11545","금천구","10200","독산동","1","대지","1140","0000","독산동중앙하이츠빌","20240920","79000","84.876","0.000000","10","","","2004","아파트","중개거래","서울 금천구"
"2024","11470","양천구","10300","신월동","1","대지","0971","0009","동광주택나동","20240920","23500","39.97","24.000000","3","","","1988","연립다세대","중개거래","서울 양천구"
"2024","11620","관악구","10200","신림동","1","대지","1437","0020","(1437-20)","20240920","12000","27.09","33.070000","7","","","2001","오피스텔","직거래",""
"2024","11230","동대문구","11000","이문동","","","","","","20240920","105622","62.25","89.000000","","","","1974","단독다가구","중개거래","서울 동대문구"
"2024","11230","동대문구","10600","장안동","1","대지","0587","0000","동대문더퍼스트데시앙","20240920","100000","84.977","0.000000","16","","","2019","아파트","중개거래","서울 동대문구"
"2024","11410","서대문구","11100","홍제동","","","","","","20240920","80500","50.18","142.000000","","","","1970","단독다가구","중개거래","서울 서대문구"
"2024","11215","광진구","10500","자양동","1","대지","0686","0029","동산빌라다동","20240920","52133","36.81","24.000000","1","","","1986","연립다세대","직거래",""
"2024","11230","동대문구","10200","용두동","","","","","","20240920","134454","49.59","133.000000","","","","1980","단독다가구","중개거래","서울 동대문구"
"2024","11290","성북구","13300","정릉동","","","","","","20240920","44000","34.18","86.000000","","","","1967","단독다가구","중개거래","서울 성북구"
"2024","11560","영등포구","13200","신길동","1","대지","0187","0026","(187-26)","20240920","37000","52.98","20.000000","2","","","1997","연립다세대","중개거래","서울 영등포구"
"2024","11410","서대문구","11600","창천동","","","","","","20240920","20000","23.39","43.000000","","","","2002","단독다가구","중개거래","인천 계양구"
"2024","11290","성북구","13400","길음동","","","","","","20240920","64000","16.53","50.000000","","","","1955","단독다가구","중개거래","서울 성북구"
"2024","11650","서초구","10600","잠원동","1","대지","0157","0000","동아","20240920","210000","59.92","0.000000","5","","","2002","아파트","중개거래","서울 서초구"
"2024","11650","서초구","10600","잠원동","1","대지","0157","0000","동아","20240920","260000","84.91","0.000000","13","","","2002","아파트","중개거래","서울 서초구"
"2024","11590","동작구","10700","사당동","1","대지","0419","0007","동아팰리스에이동","20240920","50000","20.68","14.000000","5","","","2022","연립다세대","직거래",""
"2024","11740","강동구","10900","천호동","1","대지","0217","0132","동아하이빌아파트","20240920","83000","84.97","0.000000","20","","","2000","아파트","직거래",""
"2024","11650","서초구","11100","신원동","1","대지","0557","0000","힐스테이트서초젠트리스","20240920","180000","84.99","0.000000","1","","","2014","아파트","중개거래","서울 서초구"
"2024","11470","양천구","10300","신월동","1","대지","1027","0000","양천벽산블루밍2단지","20240920","71500","84.77","0.000000","10","","","2006","아파트","중개거래","서울 양천구"
"2024","11500","강서구","10300","화곡동","1","대지","0869","0050","동일빌라","20240920","15000","33.72","24.000000","2","","","1991","연립다세대","직거래",""
"2024","11590","동작구","10500","흑석동","1","대지","0335","0000","흑석한강센트레빌","20240920","150000","114.95","0.000000","2","","","2011","아파트","직거래",""
"2024","11410","서대문구","11900","북가좌동","1","대지","0005","0024","동하아트빌(5-24)","20240920","28000","49.855","29.000000","4","","","2015","연립다세대","직거래",""
"2024","11320","도봉구","10800","도봉동","1","대지","0593","0049","동훈파크빌(10차)","20240920","15500","52.65","24.000000","5","","","2001","연립다세대","중개거래","서울 도봉구"
"2024","11290","성북구","13900","석관동","1","대지","0010","0000","두산","20240920","93000","164.92","0.000000","25","","","1998","아파트","중개거래","서울 성북구"
"2024","11410","서대문구","11000","북아현동","1","대지","1009","0000","두산","20240920","90000","59.96","0.000000","12","","","1999","아파트","중개거래","서울 서대문구"
"2024","11590","동작구","10500","흑석동","1","대지","0335","0000","흑석한강센트레빌","20240920","184000","84.84","0.000000","8","","","2011","아파트","중개거래","대전 서구, 서울 동작구"
"2024","11500","강서구","10300","화곡동","1","대지","0026","0015","효성빌라","20240920","27500","44.4","27.000000","2","","","1991","연립다세대","중개거래","경기 김포시"
"2024","11740","강동구","10900","천호동","1","대지","0191","0022","(191-22)","20240920","30000","33.65","46.690000","3","","","2020","오피스텔","직거래",""
"2024","11500","강서구","10300","화곡동","1","대지","0155","0008","황제빌리지","20240920","18000","84.35","37.000000","-1","","","1998","연립다세대","중개거래","서울 강서구"
"2024","11680","강남구","10600","대치동","1","대지","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","20240920","258000","83.56","0.000000","1","","20250117","1983","아파트","중개거래","서울 강남구"
"2024","11440","마포구","12000","서교동","1","대지","0395","0191","홍익주택","20240920","39850","45.3","20.000000","3","","","2002","연립다세대","중개거래","서울 마포구"
"2024","11650","서초구","10700","반포동","1","대지","0002","0012","아크로리버파크","20240920","400000","84.97","0.000000","18","","","2016","아파트","중개거래","서울 서초구"
"2024","11680","강남구","10400","청담동","1","대지","0023","0000","현대아파트","20240920","178000","84.78","0.000000","11","","","1988","아파트","중개거래","서울 강남구"
"2024","11350","노원구","10300","공릉동","1","대지","0747","0000","두산힐스빌아파트","20240920","70000","59.76","0.000000","10","","","2000","아파트","중개거래","서울 노원구"
"2024","11410","서대문구","11100","홍제동","","","","","","20240920","80500","50.18","142.000000","","","20241209","1970","단독다가구","중개거래","서울 서대문구"
"2024","11740","강동구","10600","둔촌동","1","대지","0630","0000","둔촌푸르지오","20240920","130000","84.9","0.000000","22","","","2010","아파트","중개거래","서울 강동구"
"2024","11290","성북구","13300","정릉동","1","대지","0266","0583","현대빌라가동","20240920","11000","32.67","25.000000","-1","","","1990","연립다세대","중개거래","서울 성북구"
"2024","11710","송파구","10300","풍납동","1","대지","0260","0000","현대리버빌1지구","20240920","112000","114.56","0.000000","5","","","1999","아파트","중개거래","서울 송파구"
"2024","11500","강서구","10200","등촌동","1","대지","0722","0000","등촌파밀리에더클래식101동","20240920","68500","49.78","0.000000","7","","","2020","아파트","중개거래","서울 강서구, 서울 마포구"
"2024","11680","강남구","11000","압구정동","1","대지","0436","0000","현대10차(201,202동)","20240920","447000","108.15","0.000000","6","","","1982","아파트","중개거래","서울 강남구"
"2024","11680","강남구","10400","청담동","1","대지","0023","0000","현대아파트","20240920","178000","84.78","0.000000","11","","20241031","1988","아파트","중개거래","서울 강남구"
"2024","11500","강서구","10900","방화동","1","대지","0592","0006","은하수빌","20240920","21800","45.9","23.000000","1","","","2001","연립다세대","중개거래","서울 강서구"
"2024","11740","강동구","10500","길동","1","대지","0470","0000","현대1","20240920","90000","84.87","0.000000","10","","","1996","아파트","중개거래","서울 강동구"
"2024","11740","강동구","10100","명일동","1","대지","0056","0000","현대(고덕)","20240920","133000","84.91","0.000000","1","","","1986","아파트","중개거래","서울 강동구"
"2024","11650","서초구","10800","서초동","1","대지","1642","0034","래미안서초7차","20240920","185000","110.68","0.000000","1","","","2006","아파트","중개거래","서울 서초구"
"2024","11650","서초구","10800","서초동","1","대지","1445","0004","래미안서초유니빌","20240920","45000","45.255","0.000000","4","","","2003","아파트","중개거래","서울 서초구"
"2024","11440","마포구","12200","합정동","1","대지","0474","0000","합정한강아파트","20240920","69000","52.62","0.000000","4","","","2017","아파트","중개거래","서울 마포구, 서울 은평구"
"2024","11470","양천구","10300","신월동","1","대지","1045","0000","신성미소지움3차아파트","20240920","61400","84.8","0.000000","4","","","2007","아파트","중개거래","서울 양천구"
"2024","11530","구로구","10700","개봉동","1","대지","0495","0000","로얄홈타운","20240920","29300","38.06","20.000000","3","","","2019","연립다세대","중개거래","서울 구로구"
"2024","11500","강서구","10900","방화동","1","대지","0607","0117","한영빌라","20240920","79800","74.15","36.000000","4","","","2002","연립다세대","중개거래","서울 강서구"
"2024","11530","구로구","10200","구로동","1","대지","0097","0000","로제리움2차","20240920","10900","19.74","27.820000","12","","","2014","오피스텔","중개거래","서울 구로구"
"2024","11260","중랑구","10200","상봉동","1","대지","0276","0014","(276-14)","20240920","12500","31.62","13.000000","1","","","1985","연립다세대","중개거래","서울 중랑구"
"2024","11590","동작구","10800","대방동","1","대지","0381","0025","롯데아트빌","20240920","37000","60.48","31.000000","4","","","2003","연립다세대","중개거래","서울 동작구"
"2024","11545","금천구","10200","독산동","1","대지","1093","0004","한신아파트","20240920","66800","89.46","0.000000","5","","","1991","아파트","중개거래","서울 금천구"
"2024","11530","구로구","10200","구로동","1","대지","0046","0005","한스타워","20240920","35000","59.96","0.000000","24","","","1996","아파트","중개거래","서울 구로구, 서울 영등포구"
"2024","11350","노원구","10200","월계동","1","대지","0947","0000","롯데캐슬루나","20240920","74000","59.992","0.000000","9","","","2006","아파트","중개거래","서울 노원구"
"2024","11290","성북구","13400","길음동","1","대지","1289","0000","롯데캐슬클라시아","20240920","144000","84.975","0.000000","11","","","2022","아파트","중개거래","서울 성북구, 서울 용산구"
"2024","11590","동작구","10200","상도동","1","대지","0244","0171","우주빌B동","20240920","41500","51.09","26.000000","3","","","2002","연립다세대","중개거래","서울 동작구"
"2024","11350","노원구","10600","중계동","1","대지","0590","0000","신안","20240920","65750","59.97","0.000000","21","","","1999","아파트","중개거래","서울 노원구"
"2024","11215","광진구","10500","자양동","1","대지","0762","0000","한라아파트","20240920","122000","84.6","0.000000","4","","","1996","아파트","중개거래","서울 광진구"
"2024","11380","은평구","10700","응암동","1","대지","0124","0006","신양맨션(124-6)","20240920","20400","53.3","18.000000","4","","","1994","연립다세대","중개거래","서울 은평구"
"2024","11260","중랑구","10500","망우동","1","대지","0573","0000","신원","20240920","50000","84.87","0.000000","7","","","1999","아파트","중개거래","서울 중랑구"
"2024","11170","용산구","12800","한강로3가","1","대지","0065","0230","한강대우트럼프월드3","20240920","51500","39.7","55.400000","21","","","2004","오피스텔","중개거래","서울 용산구"
"2024","11500","강서구","10500","마곡동","1","대지","0795","0005","마곡사이언스파크뷰","20240920","17800","25.16","35.080000","9","","","2016","오피스텔","중개거래","서울 강서구"
"2024","11440","마포구","10100","아현동","1","대지","0802","0000","마포센트럴 아이파크","20240920","187500","111.108","0.000000","21","","","2017","아파트","중개거래","서울 마포구"
"2024","11440","마포구","12300","망원동","1","대지","0521","0000","마포한강아이파크","20240920","132000","59.381","0.000000","11","","","2019","아파트","중개거래","서울 마포구, 서울 서대문구"
"2024","11320","도봉구","10700","창동","1","대지","0632","0067","하이시티2동","20240920","25700","48.07","23.000000","6","","","2015","연립다세대","중개거래","서울 도봉구"
"2024","11320","도봉구","10500","쌍문동","1","대지","0315","0233","풀내음파크빌(315-233)","20240920","12000","34.87","20.000000","3","","","2011","연립다세대","중개거래","서울 도봉구"
"2024","11170","용산구","12100","용문동","1","대지","0038","0173","서현하우스","20240920","29500","20.96","9.000000","4","","","2012","연립다세대","중개거래","서울 성북구, 서울 용산구"
"2024","11500","강서구","10600","내발산동","1","대지","0657","0000","우장산힐스테이트","20240920","124500","84.98","0.000000","1","","","2005","아파트","중개거래","서울 강서구"
"2024","11590","동작구","10500","흑석동","1","대지","0010","0000","명수대현대","20240920","159000","70.2","0.000000","9","","","1988","아파트","중개거래","서울 동작구, 서울 서초구"
"2024","11215","광진구","10500","자양동","1","대지","0611","0037","(611-37)","20240920","35000","37.69","24.000000","2","","","1986","연립다세대","중개거래","서울 광진구"
"2024","11590","동작구","10500","흑석동","1","대지","0341","0000","아크로리버하임","20240920","231000","84.753","0.000000","12","","","2019","아파트","중개거래","서울 동작구"
"2024","11650","서초구","10100","방배동","1","대지","0766","0026","(766-26)","20240920","15000","33.7","18.000000","-1","","","1996","연립다세대","중개거래","서울 서초구"
"2024","11590","동작구","10200","상도동","1","대지","0361","0003","모건빌라A동","20240920","36900","56.47","29.000000","3","","","2002","연립다세대","중개거래","서울 동작구"
"2024","11470","양천구","10200","목동","1","대지","0919","0000","목동 성우네트빌","20240920","19000","48.06","66.280000","17","","","2004","오피스텔","중개거래","서울 영등포구"
"2024","11545","금천구","10200","독산동","1","대지","0149","0045","퍼스티아","20240920","47000","40.18","12.000000","2","","","2024","연립다세대","직거래",""
"2024","11470","양천구","10200","목동","1","대지","0904","0000","목동신시가지4","20240920","188000","67.58","0.000000","4","","","1986","아파트","중개거래","서울 양천구"
"2024","11710","송파구","10800","문정동","1","대지","0618","0000","파크하비오","20240920","20000","22.06","27.880000","12","","","null","오피스텔","중개거래","서울 송파구"
"2024","11560","영등포구","12300","문래동5가","1","대지","0023","0001","문래현대5차","20240920","73000","84.79","0.000000","1","","","1992","아파트","중개거래","서울 영등포구"
"2024","11710","송파구","10800","문정동","1","대지","0652","0002","문정 오벨리스크","20240920","21000","22.12","32.760000","15","","","2018","오피스텔","중개거래","서울 송파구"
"2024","11470","양천구","10200","목동","1","대지","0499","0008","미주빌라","20240920","20000","45.78","27.000000","2","","","1992","연립다세대","중개거래","서울 양천구"
"2024","11470","양천구","10200","목동","1","대지","0741","0007","미주홈타운(741-7)","20240920","16000","38.11","27.000000","4","","","2006","연립다세대","직거래",""
"2024","11650","서초구","10100","방배동","1","대지","0861","0015","태양빌라트","20240920","97000","84.8","45.000000","2","","","1996","연립다세대","중개거래","서울 서초구"
"2024","11650","서초구","10700","반포동","1","대지","0030","0026","반포리체","20240920","277000","59.993","0.000000","29","","","2010","아파트","중개거래","서울 서초구"
"2024","11110","종로구","16900","혜화동","1","대지","0009","0005","(9-5)","20240920","25000","46.62","23.000000","2","","","2001","연립다세대","중개거래","서울 종로구"
"2024","11650","서초구","10700","반포동","1","대지","0010","0000","반포푸르지오","20240920","245000","84.82","0.000000","9","","","2000","아파트","중개거래","서울 서초구"
"2024","11650","서초구","10300","우면동","1","대지","0753","0000","서초호반써밋","20240920","186000","118.015","0.000000","20","","","2013","아파트","중개거래","서울 서초구"
"2024","11500","강서구","10200","등촌동","1","대지","0712","0000","코오롱오투빌2","20240920","53000","59.95","0.000000","5","","","2002","아파트","직거래",""
"2024","11290","성북구","10300","돈암동","1","대지","0631","0000","범양","20240920","61500","59.79","0.000000","4","","","1998","아파트","중개거래","서울 성북구"
"2024","11530","구로구","10600","고척동","1","대지","0334","0000","벽산","20240920","85000","84.878","0.000000","4","","","2003","아파트","중개거래","서울 구로구"
"2024","11200","성동구","10900","금호동1가","1","대지","0633","0000","벽산","20240920","139500","114.57","0.000000","2","","","2001","아파트","중개거래","서울 성동구"
"2024","11590","동작구","10200","상도동","1","대지","0283","0187","청화빌라가동","20240920","18000","40.3","29.000000","1","","","1989","연립다세대","중개거래","서울 동작구"
"2024","11560","영등포구","13200","신길동","1","대지","4958","0000","보라매에스케이뷰","20240920","149500","84.98","0.000000","7","","","2020","아파트","중개거래","서울 영등포구"
"2024","11290","성북구","13000","보문동1가","1","대지","0228","0000","보문리슈빌하우트","20240920","108000","59.791","0.000000","12","","","2022","아파트","중개거래","서울 성북구"
"2024","11620","관악구","10100","봉천동","1","대지","1706","0000","봉천우성","20240920","60000","84.96","0.000000","13","","","2000","아파트","직거래",""
"2024","11380","은평구","10500","구산동","1","대지","0024","0024","청송쉐르빌","20240920","21800","54.78","26.000000","2","","","2002","연립다세대","중개거래","서울 은평구"
"2024","11260","중랑구","10600","신내동","1","대지","0650","0000","신내6대주","20240920","41000","39.84","0.000000","6","","","1996","아파트","중개거래","서울 중랑구"
"2024","11215","광진구","10700","화양동","1","대지","0021","0002","브라운스톤","20240920","64000","65.09","0.000000","7","","","2006","아파트","중개거래","서울 광진구"
"2024","11170","용산구","12100","용문동","1","대지","0090","0000","브라운스톤","20240920","136500","84.98","0.000000","5","","","2011","아파트","중개거래","서울 용산구"
"2024","11140","중구","17100","중림동","1","대지","0355","0000","브라운스톤서울","20240920","25500","30.986","43.219000","4","","","2006","오피스텔","중개거래","서울 중구"
"2024","11560","영등포구","11000","여의도동","1","대지","0525","0000","브라이튼여의도","20240920","351400","84.132","0.000000","42","","","2023","아파트","직거래",""
"2024","11560","영등포구","11000","여의도동","1","대지","0525","0000","브라이튼여의도","20240920","408400","101.95","0.000000","41","","","2023","아파트","직거래",""
"2024","11560","영등포구","11000","여의도동","1","대지","0525","0000","브라이튼여의도","20240920","455200","113.965","0.000000","36","","","2023","아파트","직거래",""
"2024","11650","서초구","10100","방배동","1","대지","0956","0011","(956-11)","20240920","200000","76.8","58.000000","2","","","1990","연립다세대","중개거래","서울 서초구"
"2024","11560","영등포구","11000","여의도동","1","대지","0525","0000","브라이튼여의도","20240920","427500","113.965","0.000000","21","","","2023","아파트","직거래",""
"2024","11470","양천구","10300","신월동","1","대지","0443","0006","엘리시안","20240920","25300","27.96","21.000000","5","","","2018","연립다세대","직거래",""
"2024","11320","도봉구","10500","쌍문동","1","대지","0195","0000","청구","20240920","60000","84.63","0.000000","17","","","1996","아파트","중개거래","서울 도봉구"
"2024","11290","성북구","13400","길음동","1","대지","1271","0305","초원빌라A,B동","20240919","15000","43.11","23.000000","2","","20241008","1998","연립다세대","중개거래","서울 성북구"
"2024","11650","서초구","10600","잠원동","1","대지","0032","0022","보미리아파트","20240919","164500","115.24","0.000000","10","","","2001","아파트","중개거래","서울 서초구"
"2024","11230","동대문구","10600","장안동","1","대지","0555","0001","한신아파트","20240919","66500","84.9","0.000000","18","","","1996","아파트","중개거래","서울 동대문구"
"2024","11290","성북구","10300","돈암동","1","대지","0609","0001","한신","20240919","100000","132.96","0.000000","6","","","1998","아파트","중개거래","서울 성북구"
"2024","11530","구로구","10200","구로동","1","대지","0110","0009","우원그린빌","20240919","58500","84.206","0.000000","5","","","2001","아파트","중개거래","서울 구로구"
"2024","11350","노원구","10500","상계동","1","대지","0434","0019","한샘빌라","20240919","13750","50.06","29.000000","-1","","","1991","연립다세대","직거래",""
"2024","11740","강동구","10700","암사동","1","대지","0491","0034","하우징허브(491-34)","20240919","37700","43.56","27.000000","6","","","2016","연립다세대","중개거래","서울 강동구"
"2024","11530","구로구","11200","항동","1","대지","0242","0000","하버라인3단지","20240919","73800","74.87","0.000000","12","","","2019","아파트","중개거래","서울 구로구, 서울 양천구"
"2024","11350","노원구","10400","하계동","1","대지","0251","0000","하계1청구","20240919","82000","84.6","0.000000","3","","","1997","아파트","중개거래","서울 노원구"
"2024","11380","은평구","10700","응암동","1","대지","0120","0007","더어베인","20240919","22000","28.19","8.000000","8","","","2020","연립다세대","직거래",""
"2024","11305","강북구","10300","수유동","1","대지","0461","0083","더샵팰리스","20240919","52000","71.35","39.000000","2","","","2022","연립다세대","직거래",""
"2024","11380","은평구","10800","역촌동","1","대지","0041","0025","파크원","20240919","25300","29.32","9.000000","8","","","2019","연립다세대","중개거래","서울 은평구"
"2024","11590","동작구","10200","상도동","1","대지","0214","0244","대흥쉐르빌(214-244)","20240919","28000","31.07","23.000000","2","","","2011","연립다세대","중개거래","서울 동작구"
"2024","11440","마포구","12100","동교동","1","대지","0159","0006","파라다이스텔","20240919","38000","41","57.805000","19","","","2003","오피스텔","중개거래","서울 마포구"
"2024","11470","양천구","10100","신정동","1","대지","1309","0000","롯데캐슬","20240919","130000","84.73","0.000000","10","","","2004","아파트","직거래",""
"2024","11500","강서구","10600","내발산동","1","대지","0708","0006","토우인빌라","20240919","39000","84.64","47.000000","2","","","2001","연립다세대","중개거래","서울 강서구"
"2024","11320","도봉구","10500","쌍문동","1","대지","0026","0076","토양하이츠빌라(26-76)","20240919","13000","39.45","22.000000","1","","","1993","연립다세대","직거래",""
"2024","11740","강동구","10900","천호동","1","대지","0302","0003","태천와이드빌","20240919","58000","84.75","0.000000","5","","","2000","아파트","중개거래","서울 강동구"
"2024","11350","노원구","10500","상계동","1","대지","1256","0000","은빛2단지","20240919","54500","59.95","0.000000","5","","","1998","아파트","중개거래","서울 노원구"
"2024","11380","은평구","10500","구산동","1","대지","0548","0000","은평서해그랑블","20240919","56200","59.648","0.000000","14","","","2022","아파트","중개거래","서울 은평구"
"2024","11215","광진구","10500","자양동","1","대지","0227","0166","크로마하우스5차","20240919","48000","26.25","17.000000","4","","","2019","연립다세대","중개거래","서울 광진구"
"2024","11215","광진구","10500","자양동","1","대지","0227","0166","크로마하우스5차","20240919","48000","26.25","17.000000","5","","","2019","연립다세대","중개거래","서울 광진구"
"2024","11320","도봉구","10800","도봉동","1","대지","0614","0022","은행맨션","20240919","26000","77.14","49.000000","4","","","1996","연립다세대","직거래",""
"2024","11740","강동구","10700","암사동","1","대지","0485","0044","청조크린빌C","20240919","28000","34.83","22.000000","4","","","2016","연립다세대","중개거래","서울 강동구"
"2024","11500","강서구","10900","방화동","1","대지","0536","0003","이윤빌라","20240919","14000","65.01","40.000000","-1","","","1999","연립다세대","직거래",""
"2024","11200","성동구","11500","성수동2가","1","대지","0712","0000","청구강변1","20240919","219500","84.87","0.000000","9","","","1994","아파트","중개거래","서울 성동구"
"2024","11110","종로구","17400","창신동","1","대지","0702","0000","창신쌍용1","20240919","67700","54.7","0.000000","7","","","1992","아파트","중개거래","서울 종로구"
"2024","11350","노원구","10500","상계동","1","대지","0694","0000","임광","20240919","107500","122.18","0.000000","11","","","1989","아파트","중개거래","서울 노원구"
"2024","11290","성북구","13800","장위동","1","대지","0316","0005","참누리아파트","20240919","74000","84.98","0.000000","5","","","2006","아파트","중개거래","서울 성북구"
"2024","11710","송파구","10500","석촌동","1","대지","0285","0000","잠실한솔","20240919","123000","59.86","0.000000","8","","","2000","아파트","중개거래","경기 하남시, 서울 송파구"
"2024","11545","금천구","10200","독산동","1","대지","0149","0013","지오빌(149-13)","20240919","19300","34.7","21.000000","3","","","2012","연립다세대","중개거래","서울 금천구"
"2024","11500","강서구","10200","등촌동","1","대지","0656","0017","지엠벨리","20240919","29900","27.57","0.000000","10","","","2019","아파트","중개거래","서울 강서구, 서울 양천구"
"2024","11230","동대문구","10800","회기동","1","대지","0103","0272","(103-272)","20240919","31000","30.82","20.000000","4","","20241126","2019","연립다세대","직거래",""
"2024","11350","노원구","10600","중계동","1","대지","0161","0001","중앙하이츠","20240919","55000","59.91","0.000000","11","","","1998","아파트","중개거래","서울 노원구"
"2024","11350","노원구","10600","중계동","1","대지","0502","0001","중계그린1단지","20240919","57500","59.46","0.000000","1","","","1990","아파트","중개거래","서울 노원구"
"2024","11590","동작구","10200","상도동","1","대지","0324","0023","동양스마트빌","20240919","12000","14.383","7.000000","4","","","2012","연립다세대","중개거래","서울 동작구"
"2024","11500","강서구","10200","등촌동","1","대지","0636","0005","에스엠피렌체","20240919","23000","28.68","14.000000","5","","20240920","2016","연립다세대","중개거래","서울 양천구"
"2024","11440","마포구","10800","대흥동","1","대지","0660","0000","대흥동태영아파트","20240919","180000","114.93","0.000000","22","","","1999","아파트","중개거래","서울 마포구"
